fishery_name,est_cg,param,bias_type,mean,sd,median,q2.5,q10,q90,q97.5,rhat,ess_bulk,ess_tail,post_var,prior_sigma,prior_var,prior_contraction,fit_config,model_file,n_div,runtime_sec,b_trailer_informed,b_weakly_informed,informed_flag
Snohomish fall salmon 2021,Coho_Adult_AD|UM_Kept,b[1],vehicle,1.32368425242935,0.05684262402149077,1.3247659585507892,1.218728421706032,1.2510684418022275,1.3960790064144797,1.439563515830903,1.0052551735084083,564.2999888118973,514.8169017597829,0.00323108390564856,1,4.670774270471604,0.9993082337705602,quick,BSS_creel_model_02_2021-01-22_ppc.stan,24,715.8296151161194,TRUE,FALSE,informed
Snohomish fall salmon 2021,Coho_Adult_AD|UM_Kept,b[2],trailer,0.6554414996535963,0.04845862999219717,0.653388922660089,0.5725325750254731,0.5951277363360183,0.7213991506653299,0.7546008346627036,1.0009987872807318,385.6074535431255,441.1776887635888,0.00234823882072067,1,4.670774270471604,0.999497248489278,quick,BSS_creel_model_02_2021-01-22_ppc.stan,24,715.8296151161194,TRUE,FALSE,informed
Snohomish fall salmon 2022,Coho_Adult_AD|UM_Kept,b[1],vehicle,1.4212288000404167,0.27306256125308687,1.400824900031528,0.9664920468918275,1.0877467025096954,1.8046079385533171,2.010009978221338,1.0153930452398894,882.9526606749723,450.40746996183424,0.07456316235809582,1,4.670774270471604,0.9840362308173444,quick,BSS_creel_model_02_2021-01-22_ppc.stan,5,190.0582230091095,TRUE,FALSE,informed
Snohomish fall salmon 2022,Coho_Adult_AD|UM_Kept,b[2],trailer,0.8176721997858136,0.23086194664755227,0.7827989130728443,0.45680876683617005,0.5539950390822818,1.1482748357468973,1.3697400173685623,1.003326387600408,575.5097956249973,485.7602607620828,0.05329723840989727,1,4.670774270471604,0.9885892069871928,quick,BSS_creel_model_02_2021-01-22_ppc.stan,5,190.0582230091095,TRUE,FALSE,informed
Snohomish fall salmon 2023,Coho_Adult_AD|UM_Kept,b[1],vehicle,1.372290641448778,0.03778692443472684,1.3713042336357404,1.3059772493330748,1.324809443802382,1.4209476454628147,1.4471333407941014,1.0054739314484744,504.6404405145923,331.5511844573756,0.00142785165823575,1,4.670774270471604,0.9996943008641496,quick,BSS_creel_model_02_2021-01-22_ppc.stan,10,1941.3843438625336,TRUE,FALSE,informed
Snohomish fall salmon 2023,Coho_Adult_AD|UM_Kept,b[2],trailer,0.9047085889418016,0.04405504067871626,0.9041311688284164,0.8193313183878026,0.8511196222533378,0.961757674410438,0.99290490353431,1.0052117254005115,240.1145897705709,402.09596730897823,0.00194084660920334,1,4.670774270471604,0.9995844700478306,quick,BSS_creel_model_02_2021-01-22_ppc.stan,10,1941.3843438625336,TRUE,FALSE,informed
Snohomish fall salmon 2025,Coho_Adult_AD|UM_Kept,b[1],vehicle,1.2121247494205285,0.07320683563505849,1.212371168054622,1.0690104139974446,1.1254433878696746,1.306250420021222,1.351789977241613,1.0030389307499543,625.539316030946,429.24658079039864,0.00535924078369846,1,4.670774270471604,0.9988526012019936,quick,BSS_creel_model_02_2021-01-22_ppc.stan,25,1251.968677997589,TRUE,FALSE,informed
Snohomish fall salmon 2025,Coho_Adult_AD|UM_Kept,b[2],trailer,0.8795281893374426,0.08549996588080712,0.8698786611227072,0.722442595042625,0.7778758733207841,0.994485334635385,1.0698315496861297,1.0034839221235,305.6308679237708,166.55852734941712,0.00731024416561918,1,4.670774270471604,0.998434896712557,quick,BSS_creel_model_02_2021-01-22_ppc.stan,25,1251.968677997589,TRUE,FALSE,informed
Snohomish fall salmon 2024,Coho_Adult_AD|UM_Kept,b[1],vehicle,1.5540533204324796,0.11131125248479044,1.5437535887159524,1.3543365222969266,1.422958492392366,1.7012024660869514,1.784764357636254,1.0007000354782771,593.1321737806196,419.1360250490914,0.01239019492973276,1,4.670774270471604,0.9973472931440804,quick,BSS_creel_model_02_2021-01-22_ppc.stan,4,388.30023884773254,TRUE,FALSE,informed
Snohomish fall salmon 2024,Coho_Adult_AD|UM_Kept,b[2],trailer,1.110593041836485,0.10095552033269178,1.1041394661244897,0.9309856189718728,0.98309871310263,1.246201878439672,1.313489923948413,0.999170754789857,523.444777674013,502.5412009146097,0.01019201708564454,1,4.670774270471604,0.9978179170100174,quick,BSS_creel_model_02_2021-01-22_ppc.stan,4,388.30023884773254,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2023-24,Coho_Adult_AD|UM_Kept,b[1],vehicle,1.558604531695967,0.13315178795481605,1.545961521441628,1.3158906411609077,1.400889906657243,1.7275986947110131,1.8320337281108463,0.9987793237741488,660.130189906948,439.5565637982445,0.01772939863556429,1,4.670774270471604,0.9962041842296578,quick,BSS_creel_model_02_2021-01-22_ppc.stan,6,82.77812886238098,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2023-24,Coho_Adult_AD|UM_Kept,b[2],trailer,0.7649313519305303,0.25423683687809306,0.720057032205895,0.38963448376019777,0.477619323301134,1.0772582367825074,1.370757832053405,0.9987822038457476,437.2856024089587,398.2336726229665,0.0646363692257781,1,4.670774270471604,0.986161530084122,quick,BSS_creel_model_02_2021-01-22_ppc.stan,6,82.77812886238098,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2024-25,Coho_Adult_AD|UM_Kept,b[1],vehicle,1.736144130513511,0.17697740453822902,1.7303004147084584,1.42826312107996,1.4990133849352103,1.9666985817890352,2.112176838612359,1.0151720048011663,559.950919436036,442.574952645657,0.03132100171708796,1,4.670774270471604,0.9932942591734528,quick,BSS_creel_model_02_2021-01-22_ppc.stan,16,988.5417320728302,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2024-25,Coho_Adult_AD|UM_Kept,b[2],trailer,2.0586901338458876,0.6366965471594697,1.9716743013718163,1.1287094313507673,1.3099073902559453,2.8390511706355688,3.5814015525874487,1.001141351212214,722.8926208387526,368.58628846851985,0.40538249316479075,1,4.670774270471604,0.9132087166516272,quick,BSS_creel_model_02_2021-01-22_ppc.stan,16,988.5417320728302,TRUE,FALSE,informed
Stillaguamish salmon and gamefish 2025-26,Coho_Adult_AD|UM_Kept,b[1],vehicle,1.143961652331828,0.10541407822935996,1.140963947539818,0.9472512049570292,1.014890048001503,1.2812046682731306,1.3702386563311042,1.0220035031884012,799.8170670264731,511.1624415486086,0.01111212788894562,1,4.670774270471604,0.9976209238028916,quick,BSS_creel_model_02_2021-01-22_ppc.stan,1,359.81850004196167,TRUE,FALSE,informed
